Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2006-02-16,17.90080451965332,54.52000045776367,35.470157623291016,88.69013977050781,47.04494094848633,27.452280044555664,17.93251614816889,54.540000915527344,35.47869498566307,88.72447530413751,47.0814380269181,27.469281382183095,17.639189632774567,53.41999816894531,35.13714511681689,88.01719684011385,46.92501970342008,27.26952296107632,17.702611377712035,53.41999816894531,35.27376571581376,88.12706635663538,47.02929593382996,27.28652105603016,463600.0,5589300.0,103859600,61017900,427800.0,72400.0
2006-02-17,18.15449333190918,54.959999084472656,35.18836975097656,88.44976806640625,47.42033004760742,27.745553970336918,18.170349147767443,55.20000076293945,35.40183960375942,88.69010623319878,47.48289816240106,27.745553970336918,17.980083893749764,54.59999847412109,35.179832390073486,88.2918372447102,47.34212487646857,26.623491364380225,18.011794013372466,54.66999816894531,35.40183960375942,88.6145722788694,47.34212487646857,27.5202918684654,467700.0,3927200.0,81770200,40342600,731400.0,56400.0
2006-02-21,18.455751419067383,55.119998931884766,34.79558563232422,88.23006439208984,47.34208297729492,27.711544036865234,18.55088330876227,55.34000015258789,35.239603312249706,88.85492494145979,47.44635909844758,27.85180263658231,18.31305207243093,55.0,34.67604303720802,88.09272227090432,47.33165297845223,27.62654059364649,18.511245273405088,55.13999938964844,35.188369375503584,88.65579563011322,47.39422103787125,27.79655072275748,714100.0,3352600.0,85101400,46456300,433300.0,61200.0
2006-02-22,18.15449333190918,55.34000015258789,35.23106384277344,88.76567077636719,47.66535186767578,28.021818161010746,18.47160208860532,55.34999847412109,35.47015229809219,89.02659777218756,47.68099289151548,28.06431989080339,18.11485530435735,54.86000061035156,34.735815467246816,88.33992903355832,47.493292649679184,27.626545912858266,18.35268649385599,54.970001220703125,34.821202107316104,88.42233640705255,47.5089376513988,27.7753035884696,543900.0,3835700.0,91983900,42326700,559000.0,46700.0
2006-02-23,18.0910701751709,54.63999938964844,35.13715362548828,88.6352310180664,47.545440673828125,27.97507095336914,18.3130470436609,55.11000061035156,35.470166212603395,89.01976396098095,47.60800477704824,28.064325576819517,17.948370867719735,54.54999923706055,35.07738230253392,88.08589375201555,47.40987848705049,27.78805941318277,18.114853897110663,55.08000183105469,35.17130634053877,88.76569979749888,47.60800477704824,28.026074985058543,380400.0,2428700.0,66517100,43423200,288300.0,56800.0
2006-02-24,18.58259391784668,55.63999938964844,35.23106384277344,88.8617935180664,47.472434997558594,27.826313018798828,18.59052182689799,55.709999084472656,35.25668244062744,88.90985487569031,47.67577623922388,27.97507072332619,18.233773480059217,55.02999877929688,35.01759398530869,88.41545260386958,47.42029295374333,27.741306300015506,18.392328636897343,55.209999084472656,35.17129254326663,88.65579082518573,47.67577623922388,27.97507072332619,535300.0,4927100.0,57085400,36777400,485700.0,52500.0
2006-02-27,18.217914581298828,55.220001220703125,35.62385559082031,88.89617156982422,47.39423751831055,27.8305606842041,18.431963553206312,55.31999969482422,35.75193556794737,89.2944303614391,47.62886086142935,27.94531568686394,18.170348647128424,55.0099983215332,35.29084309008123,88.77256570387628,47.30560238672171,27.728552634423856,18.392325526746607,55.2599983215332,35.31645843404825,88.8549626293501,47.62886086142935,27.9240631991578,664500.0,2291600.0,64945000,35858600,446200.0,55600.0
2006-02-28,18.46367645263672,56.06999969482422,35.09445571899414,88.05152130126953,47.62887954711914,27.728551864624023,18.47160284879823,56.06999969482422,35.62386349863866,89.20513012421165,47.67580662088151,27.885811838330287,18.12278395812387,55.29999923706055,34.98345369896875,87.98286072037799,47.40468214063266,27.626547060349985,18.273409678694843,55.43000030517578,35.529936206853584,88.71759075453909,47.44639421111433,27.758303400982044,579700.0,3425900.0,117564600,74394800,744200.0,58500.0
2006-03-01,18.424036026000977,56.09999847412109,35.57262420654297,88.83433532714844,47.34111785888672,27.890060424804688,18.455747657498694,56.41999816894531,35.66655148424001,88.91674270431949,47.54517407446184,28.1365717422883,18.27340880057444,55.91999816894531,35.13714704129292,88.23693685076132,47.288792476951606,27.673297398274823,18.455747657498694,56.02000045776367,35.20545571588664,88.30560791878155,47.492848692526735,28.1365717422883,270500.0,4266500.0,80962300,48641600,713600.0,42200.0
2006-03-02,18.756999969482425,56.7400016784668,35.59825134277344,88.82743835449219,47.0114631652832,27.85605812072754,18.804565903045745,56.81999969482422,35.72633462883562,88.86863678841505,47.142268574197104,27.85605812072754,18.44781913318017,55.9900016784668,35.359166016570185,88.31243697499669,46.776015025983895,27.681796819508605,18.51916878957204,56.150001525878906,35.47870867967181,88.51156623153379,47.12133922974717,27.7540533244409,885900.0,3862000.0,69856500,60642300,1640000.0,28300.0
2006-03-03,18.931411743164062,56.27999877929688,35.393314361572266,88.41546630859375,46.73936080932617,27.70304679870605,18.93933965175457,56.540000915527344,35.87148491086555,89.3150111910144,46.85447013678799,27.817801778812555,18.67772471664368,56.20000076293945,35.34208040673688,88.33993232542053,46.68703947644221,27.57553838287775,18.8442077728564,56.47999954223633,35.393314361572266,88.35366863447034,46.81784480458303,27.817801778812555,362900.0,3102800.0,112066100,73402500,1253300.0,100300.0
2006-03-06,18.630157470703125,55.22999954223633,35.085914611816406,88.01031494140625,46.33129119873047,28.20458030700684,18.828350635285076,56.45000076293945,35.54701040013808,88.70384646910864,46.56150607234634,28.497847773728918,18.431964306121177,54.959999084472656,34.974909346340674,87.7905811946248,46.30512851242924,27.839059570785626,18.828350635285076,56.40999984741211,35.47016110208447,88.6763843347685,46.55627672857847,27.94531552334588,588300.0,5432000.0,99581000,57478400,872700.0,59900.0
2006-03-07,18.30512237548828,54.95000076293945,34.880985260009766,87.87298583984375,46.36267852783203,27.86455726623535,18.50331555710934,55.33000183105469,35.0688398407484,87.93478350218386,46.43592925180962,28.22157891849156,18.209988982988826,54.54999923706055,34.71021192183933,87.4815849284253,46.20571040967143,27.817804392217585,18.47160392224486,55.33000183105469,35.02614650620579,87.79745187107301,46.25280244186564,28.22157891849156,341300.0,4385400.0,96441100,61780800,1692900.0,38500.0
2006-03-08,18.011796951293945,53.970001220703125,34.898067474365234,88.05838012695312,46.34697723388672,28.009069442749023,18.154496293106487,54.27000045776367,35.0859220778688,88.19571174375096,46.50394134229868,28.009069442749023,17.861171212353213,53.560001373291016,34.58213285171262,87.3305078891015,46.27895586089672,27.6265473691035,18.059364406627505,54.209999084472656,34.80414017261345,87.68757323609512,46.34174389938027,27.87306195463887,243700.0,6712100.0,103961900,66692400,1184700.0,74700.0
2006-03-09,18.194135665893555,54.2400016784668,34.59918212890625,87.46785736083984,46.36267852783203,28.23857688903809,18.22584579038644,54.77999877929688,35.137126883370044,88.36052352997783,46.39407055471812,28.340581673508677,18.019724688853472,54.130001068115234,34.5564888246165,87.46785736083984,46.18478106112568,27.9240570026872,18.11485808652025,54.59999847412109,35.00904371321046,88.08586024031472,46.33651584418357,28.038815222556035,413100.0,3799200.0,108556700,56313600,282100.0,55800.0
2006-03-10,18.11485481262207,53.83000183105469,34.63336944580078,88.29874420166016,46.19004440307617,28.49359703063965,18.18620446995361,53.970001220703125,34.829761429255726,88.47041141278918,46.28945787528507,28.510598372410644,17.861167814151603,53.150001525878906,34.31743154184462,87.50907922156075,46.04877619845037,28.162078972791168,18.019721432148756,53.220001220703125,34.56505749122866,87.69447750447837,46.21097376521845,28.29808646428476,398800.0,6489200.0,124474900,60490800,1086900.0,67100.0
2006-03-13,18.352685928344727,54.310001373291016,34.73581314086914,88.46355438232422,46.15338516235352,28.30657958984375,18.36061383602957,54.459999084472656,34.957820344555614,88.69015637341987,46.18477718660608,28.65935006174691,17.988011247404547,53.91999816894531,34.68457920588396,88.25755161971583,46.04874242026849,28.196072512796334,18.114854746174505,54.09000015258789,34.78704707585432,88.47041729924139,46.11675980343728,28.60409814456005,328800.0,2425700.0,69169100,45479100,1740100.0,56400.0
2006-03-14,18.62223052978516,54.869998931884766,35.32500076293945,89.39049530029297,46.462059020996094,28.51058578491211,18.65394216357021,55.0,35.36769409465112,89.42483081891824,46.56146836633391,28.57858787929861,18.297193843957995,54.20000076293945,34.70166899953037,88.31243126401806,46.27892834891973,28.298073970610748,18.344759782541647,54.22999954223633,34.70166899953037,88.38110230126861,46.27892834891973,28.383077399262117,331700.0,2671700.0,118201000,69877300,904400.0,43400.0
2006-03-15,18.41610717773437,55.119998931884766,35.62385559082031,89.78880310058594,46.2109489440918,29.050371170043945,18.661867773010847,55.43999862670898,35.62385559082031,89.85747416753793,46.326058378112165,29.10562633001372,18.360613337540894,54.97999954223633,35.282302470564254,89.16394249335126,46.12200219666352,28.629598587130943,18.60637242072363,55.40999984741211,35.4616163929173,89.36993473873976,46.2737369967935,28.629598587130943,566900.0,4706800.0,84375800,53398900,971000.0,57000.0
2006-03-16,18.574663162231445,55.34000015258789,35.32500076293945,89.9742202758789,46.62950897216797,29.35213661193848,18.61430118931944,55.34000015258789,35.79463392635261,90.27635625202048,46.7393850257113,29.51789560076296,18.30512034417044,54.4900016784668,35.290848051945574,89.8437515154782,46.26848480205141,29.08862398492192,18.41610802969186,55.150001525878906,35.73486261049779,89.96048396485375,46.31034348679093,29.09287188733125,642100.0,3342200.0,101371200,65526400,1048000.0,45300.0
2006-03-17,18.487457275390625,55.119998931884766,35.41814041137695,90.04935455322266,46.48827362060547,29.61566734313965,18.646012404390447,55.33000183105469,35.537766899888595,90.24238556144428,46.56675771850444,29.628417542113034,18.43196343386882,54.93000030517578,35.23015406681446,89.88390541440468,46.43595221929516,29.23314516056199,18.606372866093604,55.27999877929688,35.3241472390957,90.09071683792716,46.48827362060546,29.4541594183514,324200.0,2236000.0,78219600,47286800,703500.0,96100.0
2006-03-20,18.1069278717041,55.16999816894531,35.50358581542969,89.90457916259766,46.56150436401367,29.11718368530273,18.511242114139414,55.400001525878906,35.61466894810541,90.24237813950288,46.69230980698967,29.775537658744472,18.04350611870016,54.97999954223633,35.37541597887515,89.76670138512205,46.55627502043767,29.018856715224075,18.408180820449346,55.0099983215332,35.52067577888574,90.0631380807246,46.68708046341367,29.775537658744472,495500.0,1884000.0,60240100,45538500,576000.0,96700.0
2006-03-21,18.17034721374512,54.83000183105469,35.12760543823242,89.33924865722656,46.32083511352539,28.779470443725582,18.26548058667503,55.27999877929688,35.89663399635266,90.30441394451654,46.64523413521696,29.172771992024305,17.956298258723066,54.400001525878906,35.10197213083461,89.24273318043737,46.231888346758254,28.646945701960597,18.07521384081521,54.709999084472656,35.12760543823242,89.87697924496608,46.64523413521696,29.065896358578858,412200.0,4518900.0,136566000,87102700,817200.0,220100.0
2006-03-22,18.13863945007324,54.75,35.21304702758789,89.88387298583984,46.42024612426758,28.84359359741211,18.273410875050757,54.93000030517578,35.27286024283959,89.97348773056778,46.55628493164575,28.90344368524146,18.04350756896793,54.59999847412109,34.91398095132938,89.24272624603203,46.37315407900099,28.64266690473423,18.23377284327254,54.75,34.93107090705497,89.28408851581374,46.43594214206773,28.81366855349744,283800.0,1077300.0,112282800,51605700,205500.0,40600.0
2006-03-23,18.44782066345215,54.70000076293945,35.11051559448242,89.69774627685547,46.27374267578125,28.920534133911133,18.44782066345215,54.84999847412109,35.22159869286182,89.89077724561562,46.498728235742014,28.95045916743464,18.07521653536576,54.2400016784668,34.87980604842193,89.38751868559086,46.22141729617539,28.745256607856284,18.194133647279056,54.36000061035156,35.11051559448242,89.8011519674774,46.47256554593909,28.745256607856284,224500.0,4000800.0,75158200,46704200,613400.0,143000.0
2006-03-24,18.408180236816406,55.709999084472656,35.28998565673828,89.76667022705078,46.61384963989258,28.87778663635254,18.54295164668857,55.83000183105469,35.46088212612941,90.01485434812206,46.71849644304081,29.17703699318742,18.336830577937388,55.09999847412109,35.05073255533812,89.44265177678005,46.30515055230687,28.7709110429709,18.408180236816406,55.150001525878906,35.23017238138824,89.61500156865186,46.320846574812265,29.17703699318742,310800.0,3785000.0,81795500,43209200,954800.0,116100.0
2006-03-27,18.5191707611084,56.38999938964844,35.29851150512695,89.63569641113281,46.4411735534668,28.544328689575195,18.574664608189067,56.54999923706055,35.46940461439423,89.81493643510998,46.59290837235514,28.873507304979317,18.392327250040037,56.18000030517578,35.23869826496799,89.44266545626567,46.35745613951489,28.46737814092341,18.455749005574216,56.18000030517578,35.272874931075165,89.64258661687875,46.59290837235514,28.84358227281384,147300.0,4081900.0,54400400,32523000,467100.0,60300.0
2006-03-28,18.756999969482425,56.060001373291016,35.15325164794922,89.08415222167969,46.00689697265625,28.860689163208008,18.77285578470145,56.630001068115234,35.60612429593513,89.98726335631336,46.26850789505465,29.027414845363538,18.54295100030682,55.91999816894531,35.0250818043417,88.96695563743059,45.95980493085428,28.44173535831423,18.54295100030682,56.560001373291016,35.366871313539164,89.57361969004972,46.25281187840928,28.552886900279454,355200.0,3419700.0,100522800,82079900,1094900.0,74400.0
2006-03-29,18.88384246826172,57.06999969482422,35.81974792480469,89.64260864257812,45.7871322631836,29.39934539794922,18.88384246826172,57.150001525878906,35.97355436181357,89.9666272220179,46.053972457081,29.489123792863424,18.669793510407384,56.25,35.17888885712693,89.13244926828129,45.71388154424727,29.07016990907629,18.72528886073878,56.34000015258789,35.20452543634693,89.21518435455147,45.95456304816159,29.07016990907629,319600.0,5536700.0,130669100,61505700,1071700.0,78200.0
2006-03-30,19.113750457763672,58.59999847412109,35.93082046508789,89.48402404785156,45.46792984008789,28.976104736328125,19.16924430534223,58.70000076293945,36.144440091229406,90.29751010712224,45.67198581908499,29.476281633572725,18.883845646830867,57.810001373291016,35.70865748811451,89.3116742367114,45.30572852950084,28.843580069942885,18.883845646830867,57.97999954223633,35.89664054260681,89.69773613056174,45.59350182904113,29.476281633572725,603700.0,5875300.0,115915600,70571700,1152000.0,96900.0
2006-03-31,18.978975296020508,58.09999847412109,35.82828140258789,89.50469970703125,45.4522590637207,29.03595733642578,19.082035062338505,58.310001373291016,36.05044436372057,89.78735590466141,45.59352713070568,29.147108854954816,18.78871006521476,57.560001373291016,35.75137821227724,89.18757144540281,45.41563371362357,28.77090798046629,18.978975296020508,58.06999969482422,35.99917774323119,89.63568723858654,45.50981375556815,29.08298285343484,402600.0,5076400.0,71074600,62925600,1167700.0,92200.0
2006-04-03,19.06618309020996,58.470001220703125,35.87098693847656,89.43575286865234,45.466983795166016,28.535783767700195,19.296087902150763,58.93000030517578,36.20423284520931,90.22166751476968,45.53000981981029,29.185585947987438,19.0265450595069,58.400001525878906,35.80263039176022,89.27030379750977,45.20963454010985,28.46738182157296,19.169244389388236,58.619998931884766,36.016249897058124,89.67015658509882,45.26215422381591,29.134287749976316,406400.0,4894500.0,80730700,61624700,1549700.0,57200.0
2006-04-04,18.963119506835938,58.33000183105469,36.067508697509766,90.00794982910156,45.419715881347656,28.339126586914062,19.018613343548303,58.7599983215332,36.15295843690704,90.12514642030555,45.64030095030803,28.62982826833466,18.828348112494336,58.18000030517578,35.828255946345955,89.18067296687595,45.35668985864689,28.215150534086384,18.978975320780517,58.43999862670898,35.93079237404841,89.43574728188487,45.53525757914007,28.59562730308905,201400.0,5094500.0,89952600,54809300,749100.0,97900.0
2006-04-05,19.08203887939453,58.65999984741211,36.40932083129883,90.31820678710938,45.48274612426758,28.493038177490234,19.18510017842193,58.709999084472656,36.46058744309521,90.50434756060784,45.57728317192177,28.63411476497136,18.98690700100887,58.0,36.06752820796814,89.88389234147894,45.43022643268095,28.40326305679809,19.026545031653903,58.63999938964844,36.14443138523874,90.04245124958531,45.53526581585421,28.60846240078449,297300.0,6660300.0,91628200,50607200,638600.0,54800.0
2006-04-06,19.422929763793945,59.27999877929688,36.51187515258789,90.22164154052734,45.13612365722656,28.37761116027832,19.470495699012886,59.34000015258789,36.691314900693776,90.45604518949048,45.31994462486664,28.557164666206443,19.288158353928765,58.84999847412109,36.26407554258779,89.75285528138839,45.04158658715501,28.36051067106684,19.288158353928765,58.970001220703125,36.39224865385064,90.20786113483057,45.31994462486664,28.390438973375545,619900.0,5644000.0,91712800,57906200,2022100.0,62900.0
2006-04-07,19.335723876953125,58.59000015258789,36.16154861450195,89.3048324584961,44.69490814208984,27.950096130371094,19.367435507818943,58.81999969482422,36.78531785187205,90.58711632054047,44.97326592329824,28.428899827959363,19.145458628039577,58.220001220703125,36.144458644488985,89.1738553518707,44.58986883080125,27.950096130371094,19.30401375818109,58.66999816894531,36.64005799612956,90.35272294733136,44.86822661200963,28.424623892185505,415600.0,3427000.0,116604300,80180900,1956500.0,107100.0
2006-04-10,19.692476272583008,59.59999847412109,36.11027908325195,89.44265747070312,44.77899169921875,27.68507194519043,19.70040418195363,59.650001525878906,36.31535546598028,89.67705067791512,44.800000385818336,27.97577387154214,19.430861311728886,58.95000076293945,35.96501922598572,89.11173827527745,44.62142855322049,27.62949451444361,19.57356065621188,59.47999954223633,36.22990887459761,89.44265747070312,44.7212188128192,27.97577387154214,497100.0,3682000.0,58981900,41496500,1527100.0,38700.0
2006-04-11,19.77174949645996,59.0099983215332,35.81974792480469,88.68435668945312,44.93650817871094,27.616655349731445,19.77967740408325,59.84999847412109,36.25553391618912,89.66330277706676,45.01003650850832,27.753455992033626,19.502206685643017,59.0,35.64030816815358,88.41549128876629,44.81571335418386,27.54398072198004,19.70039983994408,59.52000045776367,36.2213539836143,89.51853476406734,44.94701451553539,27.62093128712405,537900.0,5023400.0,91481900,72799400,1237300.0,71300.0
2006-04-12,19.732107162475582,59.43000030517578,35.82828140258789,88.84979248046875,44.6634407043457,27.616655349731445,19.88273436178808,59.709999084472656,35.95645447296452,89.0221423196879,45.0258334935722,27.74063144144039,19.621119495662985,59.150001525878906,35.71719829223326,88.66365170868023,44.64243202020247,27.467030156836024,19.75589088197552,59.45000076293945,35.83682475281059,88.77395813043634,44.95755426835749,27.616655349731445,517700.0,3709300.0,58751200,43033700,1902000.0,29700.0
2006-04-13,19.85895538330078,59.5,35.9735221862793,88.73259735107422,44.34830856323242,27.253284454345703,19.85895538330078,59.59999847412109,36.17005499301219,89.1048683815406,44.45334795352026,27.59528775997551,19.54184660806466,58.869998931884766,35.70863609468906,88.45683129202546,44.25902067379227,27.184884119378264,19.62112417989717,59.130001068115234,35.80262919541135,88.64986227365982,44.3798195789196,27.522609855959136,233200.0,2812500.0,63476900,51051800,3219400.0,47500.0
2006-04-17,20.0730037689209,61.09000015258789,35.597564697265625,88.69812774658203,44.51109313964844,27.17632484436035,20.09678749338234,61.29999923706055,36.06752709516337,89.14623314082935,44.62663880130688,27.351600746403765,19.88273850951097,60.20000076293945,35.36685517257198,88.25691255922783,44.30101048272339,27.12929932392079,19.97787189526287,60.380001068115234,35.922267353454004,88.81532438016364,44.4008006463363,27.189149393283117,526600.0,6072600.0,104072100,64167700,1465400.0,40300.0
2006-04-18,20.334619522094727,61.84999847412109,36.28116989135742,90.1044692993164,44.58990478515625,27.838964462280277,20.382185460871032,61.93000030517578,36.36661972904878,90.2699288868865,44.78422806842893,27.94156415083532,20.065076682205785,61.060001373291016,35.69158067938811,88.88422982455367,44.50587006277102,27.253284852840675,20.120570529460466,61.25,35.69158067938811,88.88422982455367,44.61616263065456,27.278935590375763,886800.0,5130700.0,124291700,92531800,2680300.0,44100.0
2006-04-19,20.532812118530277,63.75,36.44349670410156,90.27681732177734,44.31676483154297,28.18094253540039,20.6120896889836,63.95000076293945,36.44349670410156,90.35955237363868,44.427057321994994,28.25361712222142,20.25534137799056,61.900001525878906,36.14442737695886,89.78734981216415,44.1486995117599,27.7876413179872,20.36633058146278,61.959999084472656,36.3495035801303,90.13893959453684,44.35352899502698,27.87314044817868,558500.0,11285100.0,79050300,87269000,1830300.0,32900.0
2006-04-20,20.294981002807617,60.959999084472656,36.315338134765625,90.40094757080078,44.28002166748047,28.21087074279785,20.51695638647803,63.45000076293945,36.58877100819064,90.90420619228212,44.38506504653163,28.253620312721026,20.0571482904686,60.43999862670898,36.21280162212548,90.03556672678555,44.18023546612587,27.97574647742885,20.51695638647803,63.38999938964844,36.43496460944195,90.31132228171776,44.337794524209805,28.23652309401825,640100.0,12977900.0,81408000,86005500,1378200.0,33500.0
2006-04-21,20.723073959350582,63.20000076293945,35.88809967041016,90.4146957397461,44.5373649597168,28.21516990661621,20.778567795878704,63.27999877929688,36.50332527925327,90.85591078192414,44.56887596287267,28.39044752765789,20.223627918503883,61.77999877929688,35.73429326819938,90.04931502603911,44.24850074080698,28.14249525175855,20.35047140545205,62.5099983215332,36.45205539199066,90.78697717747542,44.395557431526775,28.25791951173332,559000.0,7528100.0,130181200,72342600,1303000.0,63400.0
2006-04-24,20.310834884643555,61.650001525878906,35.85393142700195,90.24925994873048,44.71590805053711,28.069808959960938,20.683437466093142,62.52999877929688,35.94792462115178,90.35956635534956,44.84720916743603,28.27928422130237,20.263267439450523,61.59999847412109,35.648858330291525,89.88387918127796,44.563598274095305,27.94155693619344,20.60415990286517,62.34999847412109,35.84538807279656,90.2354690180536,44.61086875981481,28.27928422130237,481900.0,7385300.0,78556400,52546400,991500.0,49900.0
2006-04-25,20.374256134033203,62.77999877929688,35.777000427246094,89.87698364257812,44.18547439575195,27.85605239868164,20.532809744513905,63.18000030517578,35.97353001718571,90.39403311911866,44.69492364691647,28.121101746451163,20.23155682613497,62.18000030517578,35.58901744445526,89.5667560605335,44.14871022334803,27.791926399143144,20.47731590524097,62.86000061035156,35.9478967148905,90.33887991262652,44.66341264399718,28.08690077848612,550700.0,5611200.0,77660800,84359800,2067400.0,44900.0
2006-04-26,20.294981002807617,63.650001525878906,35.768489837646484,89.89764404296875,44.11192321777344,27.77055549621582,20.532812203052742,63.790000915527344,35.93938628180354,90.40780319579136,44.15919370467852,27.967206208709595,20.25534146137084,63.040000915527344,35.63177333423655,89.8287104403037,43.97537293780805,27.71070542117791,20.398040786355462,63.040000915527344,35.768489837646484,89.96658816502989,44.03839491102524,27.967206208709595,493900.0,5795200.0,82537000,67262400,1544900.0,61400.0
2006-04-27,19.977867126464844,62.959999084472656,36.11027908325195,90.33197021484376,44.16969680786133,27.94583511352539,20.22362617219392,64.0,36.30681211067342,90.74561391457996,44.27474011005731,28.21516047112472,19.91444538846723,62.77000045776367,35.460876513839565,89.33923375099388,43.933356390156845,27.556806335408314,20.17606024671909,62.84000015258789,35.60613637110579,89.55294580541229,43.9858760377587,28.21516047112472,427100.0,6421200.0,173950100,124478600,1864200.0,57900.0
2006-04-28,20.310834884643555,65.08999633789062,35.75992584228516,90.63530731201172,44.20124435424805,28.04843521118164,20.429750473438634,65.2699966430664,36.07608525116535,90.82833823292847,44.227502193890565,28.245085941222914,20.10471382508833,63.83000183105469,35.700112604837976,90.1113677437228,43.99116160213185,27.95866009061398,20.17606348078413,63.900001525878906,35.88809892800167,90.16651041878798,44.10145414541893,28.05271114880432,453800.0,8378000.0,88876600,55854400,809400.0,63100.0
2006-05-01,20.532812118530277,65.16000366210938,35.40959167480469,89.89764404296875,43.86907958984375,27.71070671081543,20.65172771816332,65.83000183105469,35.9308241373948,90.86280915484429,44.12217221293377,28.249360672809683,20.350474764953336,64.9800033569336,35.298511804753495,89.84250136859515,43.82690083830439,27.625207531520616,20.4059686106425,65.68000030517578,35.81974100776647,90.63530617531782,44.1168983604523,28.210883759017783,571700.0,7556200.0,92875500,64990300,1795500.0,48800.0
